"지역별","지표별",2015
"서울 동대문구","토지거래현황 (천m²)",680
"서울 동대문구","토지거래현황 (필지)",13521
"서울 동대문구","자동차 천대당 교통사고발생건수 (건)",16.41
"서울 동대문구","도로포장률 (%)",100.00
"서울 동대문구","도시지역면적 (km²)",15
"서울 동대문구","주택전세가격지수",97.1
"서울 동대문구","주택수 (호)",98203
"서울 동대문구","1인당 자동차 등록대수 (대)",0.27
"서울 동대문구","지가변동률 (%)",2.25
"서울 동대문구","토지거래 면적 (천㎡)",680
"서울 동대문구","주택매매가격지수",96.3
"서울 동대문구","아파트월세가격지수 (명)",102.0
"서울 동대문구","아파트전세가격지수 (명)",95.0
"서울 동대문구","주택월세통합가격지수 (명)",101.2
"서울 동대문구","아파트매매가격지수 (명)",95.2
"서울 동대문구","주택월세가격지수 (명)",101.2
"서울 동대문구","아파트월세통합가격지수 (명)",100.1
"서울 동대문구","인구 십만명당 문화기반시설수 (개)",3.33
"서울 동대문구","친환경인증 축산물 출하량 (톤)",0
"서울 동대문구","친환경인증 농산물 출하량 (톤)",0
"서울 동대문구","인구 천명당 사업체수 (개)",91.61
"서울 동대문구","재정자주도 (%)",53.3
"서울 동대문구","인구 천명당 종사자수 (명)",399.44
"서울 동대문구","사업체수 (개)",32994
"서울 동대문구","재정자립도 (%)",29.4
"서울 동대문구","가구수 (가구)",153362
"서울 동대문구","주민 만명당 화재발생건수 (건)",6.19
"서울 동대문구","주민 1인당 생활폐기물배출량 (kg/일)",1.13
"서울 동대문구","폐수배출업소수 (개소)",66
"서울 동대문구","일반폐기물재활용률 (%)",71.42
"서울 동대문구","하수도보급률 (%)",100.0
"서울 동대문구","상수도보급률 (%)",100.0
"서울 동대문구","건강보험 적용인구 현황",348895
"서울 동대문구","장애인고용률 (%)",2.42
"서울 동대문구","일반회계중 일반공공행정예산비중 (%)",5.91
"서울 동대문구","일반회계중 사회복지예산비중 (%)",51.08
"서울 동대문구","노인 천명당 노인여가복지시설수 (개)",1.95
"서울 동대문구","인구 십만명당 자살률 (명)",28.4
"서울 동대문구","인구 십만명당 사회복지시설수 (개)",8.33
"서울 중랑구","사망률 (인구 10만명당 사망자)",499.3
"서울 중랑구","남녀성비 (%)",99.57
"서울 중랑구","인구 천명당 외국인수 (명)",11.38
"서울 중랑구","전입인구 (명)",64638
"서울 중랑구","출생아수 (명)",3368
"서울 중랑구","전출인구 (명)",71284
"서울 중랑구","합계출산율 (명)",1.051
"서울 중랑구","인구증가율 (%)",-1.13
"서울 중랑구","주민등록인구 (명)",413909
"서울 중랑구","등록외국인 현황  (명)",4711
"서울 중랑구","고령인구비율 (%)",13.05
"서울 중랑구","순이동인구 (명)",-6646
"서울 중랑구","사망자수 (명)",2050
"서울 중랑구","혼인건수 (건)",2716
"서울 중랑구","1인가구비율 (%)",28.7
"서울 중랑구","조이혼율 (천명당)",2.5
"서울 중랑구","소년·소녀가정현황 (명)",2
"서울 중랑구","유아 천명당 보육시설수 (개)",14.04
"서울 중랑구","조혼인율 (천명당)",6.6
"서울 중랑구","흡연율 (%)",22.3
"서울 중랑구","주관적건강수준 인지율 (%)",43.7
"서울 중랑구","음주율 (%)",64.3
"서울 중랑구","스트레스 인지율 (%)",32.8
"서울 중랑구","비만율 (%)",25.1
"서울 중랑구","EQ-5D지표",0.950
"서울 중랑구","인구 천명당 의료기관병상수 (개)",7.91
"서울 중랑구","인구 천명당 의료기관종사의사수 (명)",2.09
"서울 중랑구","대학교 수 (개)",1
"서울 중랑구","초등학교수 (개)",23
"서울 중랑구","대학교 교원수 (명)",174
"서울 중랑구","유치원 교원수 (명)",258
"서울 중랑구","인구 천명당 사설학원수 (개)",0.72
"서울 중랑구","유치원수 (개)",32
"서울 중랑구","유치원 원아수 (명)",3325
"서울 중랑구","초등학교 학생수 (명)",16472
"서울 중랑구","대학교 학생수 (명)",9916
"서울 중랑구","교원1인당 학생수 (명)",16.44
"서울 중랑구","초등학교 교원수 (명)",1127
"서울 중랑구","토지거래현황 (천m²)",774
"서울 중랑구","토지거래현황 (필지)",12703
"서울 중랑구","자동차 천대당 교통사고발생건수 (건)",11.67
"서울 중랑구","도로포장률 (%)",100.00
"서울 중랑구","도시지역면적 (km²)",19
"서울 중랑구","주택전세가격지수",97.4
"서울 중랑구","주택수 (호)",99265
"서울 중랑구","1인당 자동차 등록대수 (대)",0.27
"서울 중랑구","지가변동률 (%)",2.53
"서울 중랑구","토지거래 면적 (천㎡)",774
"서울 중랑구","주택매매가격지수",97.4
"서울 중랑구","아파트월세가격지수 (명)",101.6
"서울 중랑구","아파트전세가격지수 (명)",96.0
"서울 중랑구","주택월세통합가격지수 (명)",100.7
"서울 중랑구","아파트매매가격지수 (명)",97.0
"서울 중랑구","주택월세가격지수 (명)",100.7
"서울 중랑구","아파트월세통합가격지수 (명)",100.2
"서울 중랑구","인구 십만명당 문화기반시설수 (개)",0.97
"서울 중랑구","친환경인증 축산물 출하량 (톤)",0
"서울 중랑구","친환경인증 농산물 출하량 (톤)",44
"서울 중랑구","인구 천명당 사업체수 (개)",65.93
"서울 중랑구","재정자주도 (%)",50.4
"서울 중랑구","인구 천명당 종사자수 (명)",239.77
"서울 중랑구","사업체수 (개)",27287
"서울 중랑구","재정자립도 (%)",23.9
"서울 중랑구","가구수 (가구)",160043
"서울 중랑구","주민 만명당 화재발생건수 (건)",4.23
"서울 중랑구","주민 1인당 생활폐기물배출량 (kg/일)",0.95
"서울 중랑구","폐수배출업소수 (개소)",86
"서울 중랑구","일반폐기물재활용률 (%)",73.43
"서울 중랑구","하수도보급률 (%)",100.0
"서울 중랑구","상수도보급률 (%)",100.0
"서울 중랑구","건강보험 적용인구 현황",399838
"서울 중랑구","장애인고용률 (%)",4.26
"서울 중랑구","일반회계중 일반공공행정예산비중 (%)",6.28
"서울 중랑구","일반회계중 사회복지예산비중 (%)",54.03
"서울 중랑구","노인 천명당 노인여가복지시설수 (개)",1.61
"서울 중랑구","인구 십만명당 자살률 (명)",23.6
"서울 중랑구","인구 십만명당 사회복지시설수 (개)",11.36
"서울 성북구","사망률 (인구 10만명당 사망자)",472.8
"서울 성북구","남녀성비 (%)",96.02
"서울 성북구","인구 천명당 외국인수 (명)",22.39
"서울 성북구","전입인구 (명)",66804
"서울 성북구","출생아수 (명)",3514
"서울 성북구","전출인구 (명)",76213
"서울 성북구","합계출산율 (명)",0.991
"서울 성북구","인구증가율 (%)",-1.34
"서울 성북구","주민등록인구 (명)",459275
"서울 성북구","등록외국인 현황  (명)",10285
"서울 성북구","고령인구비율 (%)",13.75
"서울 성북구","순이동인구 (명)",-9409
"서울 성북구","사망자수 (명)",2154
"서울 성북구","혼인건수 (건)",2379
"서울 성북구","1인가구비율 (%)",29.8
"서울 성북구","조이혼율 (천명당)",1.8
"서울 성북구","유아 천명당 보육시설수 (개)",15.11
"서울 성북구","조혼인율 (천명당)",5.2
"서울 성북구","흡연율 (%)",21.3
"서울 성북구","주관적건강수준 인지율 (%)",48.6
"서울 성북구","음주율 (%)",64.0
"서울 성북구","스트레스 인지율 (%)",33.8
"서울 성북구","비만율 (%)",24.5
"서울 성북구","EQ-5D지표",0.945
"서울 성북구","인구 천명당 의료기관병상수 (개)",7.13
"서울 성북구","인구 천명당 의료기관종사의사수 (명)",2.71
